,age,job,marital,education
986,56,management,divorced,tertiary
987,32,blue-collar,single,secondary
988,42,management,single,tertiary
989,52,retired,divorced,primary
990,46,management,married,tertiary
991,37,admin.,married,tertiary
992,39,blue-collar,married,primary
993,31,admin.,married,secondary
994,59,housemaid,married,primary
995,38,blue-collar,married,secondary
996,58,management,married,secondary
997,34,management,single,tertiary
998,40,services,married,secondary
999,20,student,single,secondary
1000,34,technician,married,secondary
1001,31,technician,single,tertiary
1002,39,admin.,single,secondary
1003,34,entrepreneur,married,tertiary
1004,24,blue-collar,married,secondary
1005,41,management,married,tertiary
1006,40,management,married,tertiary
1007,45,technician,single,secondary
1008,36,management,married,tertiary
1009,53,management,married,tertiary
1010,23,student,single,secondary
1011,42,entrepreneur,married,primary
1012,48,blue-collar,married,secondary
1013,34,management,married,tertiary
1014,36,admin.,married,secondary
1015,43,retired,married,secondary
1016,36,blue-collar,married,secondary
1017,49,blue-collar,married,secondary
1018,55,retired,married,secondary
1019,53,retired,married,secondary
1020,42,technician,married,secondary
1021,45,admin.,married,secondary
1022,31,blue-collar,married,secondary
1023,32,admin.,married,tertiary
1024,36,blue-collar,married,secondary
1025,56,retired,married,secondary
1026,46,admin.,married,secondary
1027,41,housemaid,single,secondary
1028,31,admin.,married,secondary
1029,32,technician,married,secondary
1030,38,management,married,tertiary
1031,49,retired,single,primary
1032,46,management,single,primary
1033,29,technician,single,secondary
1034,36,admin.,married,unknown
1035,38,admin.,married,secondary
1036,53,technician,married,secondary
1037,43,management,married,tertiary
1038,41,management,married,tertiary
1039,42,management,single,secondary
1040,55,blue-collar,divorced,secondary
1041,39,admin.,divorced,secondary
1042,30,admin.,single,secondary
1043,41,blue-collar,married,secondary
1044,44,unemployed,married,tertiary
1045,58,management,married,tertiary
1046,35,retired,married,primary
1047,27,blue-collar,married,secondary
1048,34,services,married,secondary
1049,25,services,married,secondary
1050,36,blue-collar,married,secondary
1051,38,blue-collar,married,secondary
1052,30,admin.,married,secondary
1053,47,blue-collar,divorced,secondary
1054,41,services,divorced,secondary
1055,36,management,single,tertiary
1056,63,entrepreneur,married,secondary
1057,23,management,single,tertiary
1058,32,management,married,tertiary
1059,57,retired,married,primary
1060,48,management,married,tertiary
1061,49,services,married,secondary
1062,50,technician,married,secondary
1063,33,blue-collar,married,primary
1064,53,services,divorced,secondary
1065,30,unemployed,married,tertiary
1066,38,technician,married,secondary
1067,44,management,married,secondary
1068,39,admin.,single,secondary
1069,45,technician,single,unknown
1070,36,blue-collar,married,secondary
1071,38,blue-collar,married,secondary
1072,36,housemaid,married,secondary
1073,30,management,single,tertiary
1074,28,technician,divorced,tertiary
1075,26,unemployed,married,tertiary
1076,54,unknown,married,secondary
1077,38,admin.,married,tertiary
1078,32,technician,single,tertiary
1079,50,admin.,divorced,secondary
1080,43,blue-collar,married,secondary
1081,48,admin.,married,secondary
1082,57,housemaid,married,primary
1083,64,housemaid,married,primary
1084,26,services,divorced,secondary
1085,33,blue-collar,married,secondary
1086,50,self-employed,married,secondary
1087,47,self-employed,married,tertiary
1088,39,management,single,tertiary
1089,52,services,married,primary
1090,31,blue-collar,single,primary
1091,50,blue-collar,married,primary
1092,47,technician,married,secondary
1093,30,management,single,tertiary
1094,32,technician,single,tertiary
1095,36,technician,married,secondary
1096,46,technician,married,tertiary
1097,45,management,divorced,tertiary
1098,37,technician,single,secondary
1099,58,housemaid,married,primary
1100,59,management,married,tertiary
1101,28,management,married,tertiary
1102,48,management,married,tertiary
1103,55,blue-collar,married,unknown
1104,37,blue-collar,single,primary
1105,41,management,married,tertiary
1106,35,blue-collar,married,secondary
1107,34,blue-collar,single,secondary
1108,43,management,single,tertiary
1109,59,technician,married,secondary
1110,50,blue-collar,divorced,primary
1111,37,technician,married,secondary
1112,35,technician,married,secondary
1113,50,technician,single,secondary
1114,36,technician,divorced,secondary
1115,41,admin.,married,secondary
1116,28,management,married,tertiary
1117,42,technician,single,tertiary
1118,60,retired,married,secondary
1119,28,management,single,tertiary
1120,48,entrepreneur,married,secondary
1121,51,entrepreneur,married,tertiary
1122,32,technician,married,tertiary
1123,35,technician,married,tertiary
1124,37,technician,married,unknown
1125,38,blue-collar,divorced,secondary
1126,77,retired,married,secondary
1127,32,management,single,unknown
1128,43,technician,divorced,secondary
1129,36,management,single,tertiary
1130,29,management,married,tertiary
1131,32,admin.,single,secondary
1132,41,management,divorced,tertiary
1133,26,services,single,secondary
1134,34,blue-collar,married,primary
1135,57,retired,married,tertiary
1136,36,services,single,secondary
1137,42,blue-collar,married,secondary
1138,35,technician,divorced,secondary
1139,52,entrepreneur,divorced,primary
1140,36,management,single,tertiary
1141,46,technician,married,secondary
1142,60,management,divorced,tertiary
1143,57,housemaid,married,primary
1144,48,management,married,tertiary
1145,59,self-employed,married,primary
1146,39,management,married,tertiary
1147,44,blue-collar,married,secondary
1148,27,management,single,tertiary
1149,59,retired,married,secondary
1150,36,technician,divorced,secondary
1151,44,admin.,married,secondary
1152,50,admin.,married,secondary
1153,41,management,divorced,tertiary
1154,47,admin.,married,secondary
1155,32,technician,single,tertiary
1156,38,blue-collar,married,secondary
1157,55,blue-collar,married,unknown
1158,38,management,single,tertiary
1159,31,management,single,tertiary
1160,38,blue-collar,divorced,secondary
1161,29,unemployed,single,tertiary
1162,55,services,married,secondary
1163,35,unemployed,married,secondary
1164,40,self-employed,single,tertiary
1165,34,blue-collar,married,secondary
1166,32,technician,single,tertiary
1167,33,blue-collar,married,secondary
1168,33,management,married,tertiary
1169,37,admin.,married,secondary
1170,58,management,married,tertiary
1171,36,admin.,single,secondary
1172,42,blue-collar,married,secondary
1173,34,technician,single,secondary
1174,35,management,married,tertiary
1175,60,housemaid,married,primary
1176,50,management,married,tertiary
1177,28,self-employed,single,tertiary
1178,27,blue-collar,divorced,secondary
1179,37,management,married,tertiary
1180,31,technician,married,tertiary
1181,34,services,married,secondary
1182,38,management,married,tertiary
1183,32,self-employed,married,secondary
1184,37,technician,married,secondary
1185,33,admin.,married,secondary
1186,71,technician,married,tertiary
1187,27,technician,married,secondary
1188,38,blue-collar,married,primary
1189,34,technician,single,secondary
1190,54,retired,divorced,tertiary
1191,30,blue-collar,married,secondary
1192,35,entrepreneur,single,secondary
1193,33,blue-collar,single,secondary
1194,36,management,married,secondary
1195,59,self-employed,married,tertiary
1196,72,blue-collar,married,primary
1197,64,management,married,tertiary
1198,53,technician,divorced,secondary
1199,35,management,single,tertiary
1200,58,self-employed,married,secondary
1201,40,technician,married,secondary
1202,41,services,divorced,secondary
1203,48,retired,married,primary
1204,44,entrepreneur,married,tertiary
1205,39,blue-collar,married,unknown
1206,61,management,married,tertiary
1207,36,entrepreneur,married,primary
1208,28,management,married,tertiary
1209,58,retired,single,secondary
1210,60,admin.,divorced,secondary
1211,66,admin.,single,secondary
1212,36,management,single,tertiary
1213,49,self-employed,married,secondary
1214,40,services,married,secondary
1215,23,technician,single,secondary
1216,29,management,single,tertiary
1217,44,blue-collar,married,primary
1218,54,unknown,married,unknown
1219,47,blue-collar,married,primary
1220,33,admin.,married,tertiary
1221,30,self-employed,married,secondary
1222,27,admin.,single,secondary
1223,49,management,divorced,tertiary
1224,27,services,single,secondary
1225,51,blue-collar,married,secondary
1226,32,admin.,divorced,secondary
1227,30,blue-collar,single,secondary
1228,33,admin.,married,secondary
1229,27,blue-collar,single,primary
1230,75,retired,divorced,secondary
1231,37,services,divorced,secondary
1232,36,technician,single,secondary
1233,37,blue-collar,married,secondary
1234,35,management,married,tertiary
1235,32,services,married,secondary
1236,32,admin.,single,secondary
1237,35,admin.,married,primary
1238,31,blue-collar,married,primary
1239,28,blue-collar,single,secondary
1240,27,services,married,secondary
1241,22,student,single,unknown
1242,35,blue-collar,married,primary
1243,69,retired,married,primary
1244,37,entrepreneur,single,tertiary
1245,45,admin.,single,secondary
1246,47,management,married,tertiary
1247,52,management,married,tertiary
1248,33,services,married,secondary
1249,60,blue-collar,married,primary
1250,33,management,divorced,secondary
1251,44,admin.,married,secondary
1252,38,entrepreneur,married,secondary
1253,54,entrepreneur,married,secondary
1254,32,unemployed,divorced,primary
1255,33,technician,married,secondary
1256,55,services,divorced,secondary
1257,51,blue-collar,married,primary
1258,48,blue-collar,married,secondary
1259,37,services,single,secondary
1260,33,services,single,secondary
1261,30,blue-collar,married,primary
1262,43,blue-collar,married,primary
1263,49,technician,married,secondary
1264,54,unemployed,married,primary
1265,31,unemployed,married,tertiary
1266,54,unknown,married,unknown
1267,36,unemployed,married,secondary
1268,30,admin.,married,secondary
1269,27,technician,single,secondary
1270,30,admin.,married,secondary
1271,30,blue-collar,married,secondary
1272,35,technician,divorced,secondary
1273,33,services,divorced,secondary
1274,43,blue-collar,divorced,primary
1275,41,blue-collar,married,secondary
1276,41,management,divorced,tertiary
1277,46,admin.,divorced,secondary
1278,54,blue-collar,married,secondary
1279,32,management,married,tertiary
1280,30,technician,single,tertiary
1281,40,entrepreneur,married,primary
1282,30,blue-collar,married,primary
1283,27,admin.,married,secondary
1284,41,blue-collar,married,primary
1285,54,services,married,secondary
1286,32,management,single,tertiary
1287,31,management,married,tertiary
1288,42,blue-collar,married,secondary
1289,48,admin.,married,primary
1290,34,blue-collar,married,primary
1291,55,technician,divorced,secondary
1292,49,technician,married,secondary
1293,46,management,divorced,tertiary
1294,47,entrepreneur,married,unknown
1295,24,management,single,tertiary
1296,58,entrepreneur,married,secondary
1297,32,management,single,tertiary
1298,25,student,single,secondary
1299,49,blue-collar,married,secondary
1300,59,retired,divorced,secondary
1301,30,management,single,tertiary
1302,46,blue-collar,married,secondary
1303,42,management,married,unknown
1304,37,entrepreneur,married,tertiary
1305,44,blue-collar,married,primary
1306,49,services,married,secondary
1307,41,blue-collar,married,secondary
1308,48,technician,married,tertiary
1309,31,management,married,secondary
1310,37,student,married,unknown
1311,51,services,married,secondary
1312,80,retired,married,secondary
1313,32,management,single,tertiary
1314,48,services,married,primary
1315,49,blue-collar,married,tertiary
1316,30,management,married,tertiary
1317,27,self-employed,single,secondary
1318,34,technician,married,secondary
1319,49,management,married,secondary
1320,48,management,married,tertiary
1321,40,services,married,secondary
1322,38,blue-collar,married,secondary
1323,46,blue-collar,married,primary
1324,41,entrepreneur,married,tertiary
1325,28,management,single,tertiary
1326,51,services,married,unknown
1327,33,blue-collar,divorced,primary
1328,26,management,single,tertiary
1329,34,admin.,single,secondary
1330,27,blue-collar,married,secondary
1331,42,self-employed,married,secondary
1332,45,admin.,married,secondary
1333,31,technician,single,secondary
1334,32,management,single,tertiary
1335,39,blue-collar,married,primary
1336,26,blue-collar,single,secondary
1337,40,management,single,tertiary
1338,52,services,married,secondary
1339,40,technician,single,tertiary
1340,48,technician,married,secondary
1341,31,services,married,secondary
1342,27,admin.,married,secondary
1343,47,technician,married,secondary
1344,28,management,single,secondary
1345,40,management,divorced,tertiary
1346,34,admin.,married,secondary
1347,29,self-employed,married,tertiary
1348,36,management,married,tertiary
1349,83,retired,married,primary
1350,55,services,divorced,primary
1351,43,management,divorced,tertiary
1352,23,student,single,secondary
1353,44,technician,married,tertiary
1354,58,blue-collar,married,primary
1355,29,admin.,single,secondary
1356,30,management,single,tertiary
1357,29,admin.,single,secondary
1358,41,technician,married,secondary
1359,35,housemaid,married,primary
1360,31,technician,single,secondary
1361,27,admin.,single,tertiary
1362,47,services,married,secondary
1363,53,self-employed,married,tertiary
1364,34,management,married,tertiary
1365,34,blue-collar,married,primary
1366,36,management,married,tertiary
1367,40,technician,married,secondary
1368,37,self-employed,single,tertiary
1369,65,retired,divorced,unknown
1370,53,technician,divorced,secondary
1371,28,technician,single,secondary
1372,33,technician,divorced,tertiary
1373,56,blue-collar,married,primary
1374,45,self-employed,married,secondary
1375,39,technician,married,secondary
1376,28,management,single,tertiary
1377,36,blue-collar,married,primary
1378,41,blue-collar,married,primary
1379,46,admin.,married,secondary
1380,41,blue-collar,married,secondary
1381,59,services,married,secondary
1382,24,admin.,married,secondary
1383,34,management,married,tertiary
1384,40,blue-collar,married,primary
1385,42,admin.,married,secondary
1386,50,services,married,secondary
1387,25,management,single,tertiary
1388,51,services,divorced,secondary
1389,50,management,married,tertiary
1390,37,blue-collar,married,unknown
1391,21,services,single,secondary
1392,52,blue-collar,married,secondary
1393,55,retired,married,primary
1394,26,technician,single,secondary
1395,38,technician,married,tertiary
1396,32,blue-collar,married,secondary
1397,31,blue-collar,married,secondary
1398,34,technician,single,secondary
1399,33,technician,single,tertiary
1400,35,technician,married,secondary
1401,44,management,married,unknown
1402,48,management,divorced,tertiary
1403,29,blue-collar,married,secondary
1404,50,management,married,tertiary
1405,37,blue-collar,married,primary
1406,44,admin.,single,secondary
1407,36,unemployed,single,tertiary
1408,49,blue-collar,divorced,unknown
1409,31,blue-collar,married,secondary
1410,49,technician,divorced,secondary
1411,35,blue-collar,single,secondary
1412,57,admin.,divorced,unknown
1413,42,blue-collar,married,primary
1414,36,blue-collar,divorced,secondary
1415,75,retired,divorced,primary
1416,38,blue-collar,single,secondary
1417,40,blue-collar,married,primary
1418,38,services,single,secondary
1419,34,management,single,tertiary
1420,29,technician,single,tertiary
1421,28,admin.,married,secondary
1422,79,retired,married,secondary
1423,51,admin.,divorced,secondary
1424,32,student,single,tertiary
1425,36,management,married,tertiary
1426,38,entrepreneur,married,secondary
1427,49,self-employed,married,secondary
1428,42,services,married,secondary
1429,43,blue-collar,married,primary
1430,34,blue-collar,married,secondary
1431,59,retired,single,secondary
1432,35,unknown,married,primary
1433,33,blue-collar,single,secondary
1434,34,admin.,single,secondary
1435,64,retired,married,secondary
1436,34,entrepreneur,married,tertiary
1437,77,retired,married,tertiary
1438,57,retired,married,primary
1439,30,blue-collar,married,secondary
1440,56,housemaid,divorced,primary
1441,49,unknown,married,unknown
1442,73,retired,married,primary
1443,39,technician,single,secondary
1444,57,technician,divorced,primary
1445,32,self-employed,married,secondary
1446,32,technician,single,tertiary
1447,45,admin.,married,secondary
1448,32,blue-collar,married,secondary
1449,31,management,married,tertiary
1450,49,self-employed,married,secondary
1451,29,services,married,secondary
1452,55,technician,married,secondary
1453,30,admin.,married,secondary
1454,45,services,single,primary
1455,39,technician,married,tertiary
1456,36,admin.,married,secondary
1457,33,management,married,tertiary
1458,36,management,married,tertiary
1459,31,technician,single,secondary
1460,36,technician,married,unknown
1461,38,technician,single,tertiary
1462,33,unknown,married,secondary
1463,40,technician,married,secondary
1464,31,blue-collar,married,secondary
1465,39,services,married,secondary
1466,33,admin.,married,tertiary
1467,53,services,divorced,secondary
1468,38,management,married,tertiary
1469,59,technician,married,secondary
1470,55,blue-collar,married,primary
1471,38,technician,single,tertiary
1472,48,services,married,secondary
1473,53,blue-collar,married,secondary
1474,44,admin.,divorced,secondary
1475,57,management,married,tertiary
1476,29,blue-collar,single,secondary
1477,31,services,married,secondary
1478,35,technician,single,tertiary
1479,31,blue-collar,married,primary
1480,35,self-employed,married,tertiary
1481,40,management,single,secondary
1482,39,blue-collar,married,secondary
1483,43,technician,single,tertiary
1484,44,entrepreneur,married,primary
1485,29,technician,single,secondary
1486,40,technician,married,secondary
1487,33,entrepreneur,married,primary
1488,46,management,married,tertiary
1489,27,unknown,single,tertiary
1490,26,admin.,single,secondary
1491,41,technician,married,secondary
1492,34,technician,married,tertiary
1493,39,technician,single,tertiary
1494,27,services,single,secondary
1495,31,blue-collar,married,secondary
1496,44,unemployed,single,secondary
1497,55,retired,married,tertiary
1498,51,blue-collar,divorced,primary
1499,50,management,married,tertiary
1500,30,services,married,secondary
1501,46,technician,married,secondary
1502,49,admin.,married,secondary
1503,56,retired,married,secondary
1504,47,admin.,divorced,secondary
1505,30,admin.,married,secondary
1506,36,entrepreneur,single,secondary
1507,40,management,married,tertiary
1508,37,technician,single,secondary
1509,42,admin.,divorced,secondary
1510,45,technician,married,secondary
1511,34,unemployed,single,secondary
1512,27,admin.,single,secondary
1513,30,blue-collar,married,secondary
1514,32,technician,married,secondary
1515,46,housemaid,married,primary
1516,29,self-employed,married,tertiary
1517,53,unknown,married,unknown
1518,32,technician,married,secondary
1519,49,unemployed,married,secondary
1520,35,management,married,tertiary
1521,38,blue-collar,married,secondary
1522,39,entrepreneur,married,primary
1523,34,technician,single,secondary
1524,42,blue-collar,married,primary
1525,35,blue-collar,single,unknown
1526,60,admin.,married,secondary
1527,57,technician,divorced,secondary
1528,31,blue-collar,single,secondary
1529,29,management,single,secondary
1530,41,services,married,secondary
1531,46,blue-collar,married,primary
1532,33,technician,married,secondary
1533,32,blue-collar,single,secondary
1534,54,management,divorced,tertiary
1535,37,services,married,secondary
1536,32,technician,single,secondary
1537,43,management,married,tertiary
1538,50,blue-collar,divorced,secondary
1539,34,blue-collar,married,secondary
1540,31,admin.,divorced,secondary
1541,43,self-employed,married,secondary
1542,49,entrepreneur,married,secondary
1543,22,student,single,unknown
1544,35,management,married,tertiary
1545,56,admin.,married,secondary
1546,53,blue-collar,married,secondary
1547,54,entrepreneur,married,tertiary
1548,32,services,single,unknown
1549,41,self-employed,married,secondary
1550,40,blue-collar,married,secondary
1551,33,blue-collar,married,primary
1552,33,management,single,tertiary
1553,34,blue-collar,married,secondary
1554,36,services,married,secondary
1555,34,entrepreneur,married,tertiary
1556,55,management,married,primary
1557,28,student,single,tertiary
1558,29,admin.,single,secondary
1559,31,admin.,single,secondary
1560,52,management,married,tertiary
1561,54,services,married,unknown
1562,43,blue-collar,married,primary
1563,55,entrepreneur,married,secondary
1564,28,blue-collar,divorced,unknown
1565,45,unemployed,divorced,secondary
1566,45,entrepreneur,married,primary
1567,51,management,married,tertiary
1568,42,technician,single,secondary
1569,43,unknown,single,unknown
1570,34,management,married,tertiary
1571,36,blue-collar,married,primary
1572,37,blue-collar,married,secondary
1573,50,blue-collar,married,secondary
1574,42,management,divorced,unknown
1575,34,blue-collar,single,primary
1576,48,management,married,secondary
1577,47,admin.,married,secondary
1578,40,management,married,tertiary
1579,37,management,married,tertiary
1580,38,blue-collar,married,primary
1581,29,technician,single,tertiary
1582,46,blue-collar,married,primary
1583,26,blue-collar,married,secondary
1584,30,services,single,tertiary
1585,42,blue-collar,married,secondary
1586,42,management,single,tertiary
1587,31,admin.,single,secondary
1588,37,management,single,tertiary
1589,26,blue-collar,married,secondary
1590,54,blue-collar,married,unknown
1591,70,retired,married,secondary
1592,29,self-employed,single,secondary
1593,50,services,married,secondary
1594,60,unemployed,divorced,secondary
1595,32,technician,single,secondary
1596,32,technician,married,secondary
1597,34,self-employed,single,tertiary
1598,48,services,single,primary
1599,25,student,married,tertiary
1600,32,management,married,secondary
1601,32,blue-collar,married,primary
1602,47,admin.,divorced,secondary
1603,32,technician,married,unknown
1604,49,management,single,tertiary
1605,53,services,married,secondary
1606,41,blue-collar,single,unknown
1607,47,management,divorced,tertiary
1608,35,blue-collar,married,primary
1609,33,management,single,secondary
1610,49,blue-collar,married,primary
1611,46,management,divorced,tertiary
1612,29,management,divorced,tertiary
1613,58,self-employed,married,primary
1614,40,admin.,single,secondary
1615,34,management,married,tertiary
1616,60,retired,married,primary
1617,43,management,married,tertiary
1618,50,blue-collar,married,primary
1619,33,blue-collar,married,secondary
1620,37,blue-collar,married,primary
1621,55,self-employed,married,secondary
1622,45,blue-collar,single,primary
1623,47,blue-collar,married,primary
1624,58,technician,married,secondary
1625,36,services,married,secondary
1626,55,technician,married,secondary
1627,31,blue-collar,married,secondary
1628,38,technician,married,secondary
1629,42,blue-collar,married,secondary
1630,32,management,divorced,tertiary
1631,39,blue-collar,married,secondary
1632,41,technician,married,secondary
1633,59,blue-collar,married,primary
1634,42,unemployed,divorced,secondary
1635,33,blue-collar,married,secondary
1636,53,retired,married,secondary
1637,43,blue-collar,married,primary
1638,39,self-employed,single,tertiary
1639,27,entrepreneur,single,secondary
1640,39,management,married,tertiary
1641,27,blue-collar,single,secondary
1642,33,admin.,married,secondary
1643,29,services,divorced,secondary
1644,33,management,divorced,tertiary
1645,41,entrepreneur,married,secondary
1646,38,technician,single,tertiary
1647,30,management,married,tertiary
1648,58,unemployed,married,tertiary
1649,37,services,single,secondary
1650,36,admin.,divorced,secondary
1651,45,blue-collar,married,primary
1652,23,technician,single,secondary
1653,53,blue-collar,married,primary
1654,44,blue-collar,married,primary
1655,32,technician,single,secondary
1656,32,management,married,tertiary
1657,38,admin.,married,tertiary
1658,47,blue-collar,married,primary
1659,34,services,single,secondary
1660,52,services,married,secondary
1661,45,admin.,single,secondary
1662,50,blue-collar,married,primary
1663,52,blue-collar,divorced,primary
1664,37,blue-collar,married,secondary
1665,51,blue-collar,married,secondary
1666,32,management,married,tertiary
1667,33,blue-collar,married,secondary
1668,28,unemployed,married,secondary
1669,66,management,married,tertiary
1670,31,services,single,secondary
1671,35,blue-collar,married,primary
1672,47,services,single,unknown
1673,36,admin.,single,secondary
1674,32,technician,single,tertiary
1675,34,blue-collar,married,primary
1676,40,admin.,married,secondary
1677,33,self-employed,married,tertiary
1678,39,blue-collar,married,secondary
1679,38,self-employed,married,secondary
1680,32,technician,single,secondary
1681,65,unknown,married,unknown
1682,34,unemployed,single,tertiary
1683,34,admin.,single,primary
1684,42,blue-collar,single,primary
1685,31,services,married,secondary
1686,47,technician,married,secondary
1687,44,technician,divorced,secondary
1688,38,housemaid,married,secondary
1689,28,management,single,tertiary
1690,46,admin.,single,secondary
1691,51,blue-collar,divorced,primary
1692,42,management,divorced,tertiary
1693,37,technician,single,secondary
1694,58,unemployed,married,tertiary
1695,43,admin.,married,secondary
1696,36,management,single,tertiary
1697,34,blue-collar,married,secondary
1698,31,management,single,tertiary
1699,49,technician,married,unknown
1700,54,management,married,tertiary
1701,29,unemployed,single,secondary
1702,51,retired,divorced,secondary
1703,40,unemployed,divorced,secondary
1704,35,management,single,tertiary
1705,25,student,single,secondary
1706,32,blue-collar,single,secondary
1707,30,self-employed,married,secondary
1708,38,management,married,tertiary
1709,46,admin.,married,secondary
1710,43,unemployed,married,primary
1711,32,technician,single,tertiary
1712,29,blue-collar,single,secondary
1713,56,blue-collar,married,secondary
1714,57,technician,married,primary
1715,38,admin.,married,secondary
1716,51,technician,married,primary
1717,35,admin.,single,tertiary
1718,37,blue-collar,married,primary
1719,48,management,married,secondary
1720,30,blue-collar,single,secondary
1721,60,retired,married,secondary
1722,56,management,married,secondary
1723,45,blue-collar,married,primary
1724,38,technician,divorced,secondary
1725,20,student,single,secondary
1726,59,retired,married,primary
1727,34,technician,married,tertiary
1728,36,blue-collar,married,unknown
1729,53,admin.,single,secondary
1730,51,management,married,tertiary
1731,58,retired,married,secondary
1732,48,management,married,primary
1733,56,management,married,tertiary
1734,51,blue-collar,married,primary
1735,35,blue-collar,married,secondary
1736,40,admin.,single,secondary
1737,59,housemaid,married,secondary
1738,44,management,divorced,tertiary
1739,49,housemaid,married,primary
1740,35,admin.,married,tertiary
1741,41,management,married,tertiary
1742,55,retired,married,primary
1743,51,self-employed,married,secondary
1744,27,services,single,secondary
1745,57,blue-collar,married,primary
1746,51,management,single,tertiary
1747,38,management,married,tertiary
1748,49,admin.,married,secondary
1749,40,technician,single,tertiary
1750,47,housemaid,single,tertiary
1751,48,management,divorced,secondary
1752,47,services,married,tertiary
1753,56,services,married,secondary
1754,29,management,single,tertiary
1755,38,technician,married,secondary
1756,32,management,married,tertiary
1757,42,admin.,single,secondary
1758,30,blue-collar,married,primary
1759,26,admin.,single,tertiary
1760,35,technician,married,secondary
1761,35,technician,married,secondary
1762,35,self-employed,single,tertiary
1763,57,blue-collar,married,secondary
1764,29,admin.,single,secondary
1765,32,blue-collar,single,secondary
1766,45,technician,married,secondary
1767,51,management,single,tertiary
1768,31,technician,single,secondary
1769,50,self-employed,married,unknown
1770,38,blue-collar,single,secondary
1771,37,management,married,tertiary
1772,35,management,married,tertiary
1773,37,unemployed,married,unknown
1774,28,management,single,tertiary
1775,38,management,married,tertiary
1776,43,management,married,secondary
1777,43,management,married,unknown
1778,56,management,married,tertiary
1779,32,technician,single,tertiary
1780,58,management,divorced,tertiary
1781,47,management,married,tertiary
1782,31,blue-collar,single,secondary
1783,38,management,married,tertiary
1784,50,blue-collar,married,secondary
1785,32,blue-collar,married,secondary
1786,37,services,single,secondary
1787,39,management,married,tertiary
1788,40,services,married,secondary
1789,41,blue-collar,married,secondary
1790,45,technician,married,secondary
1791,31,admin.,married,secondary
1792,54,services,married,primary
1793,39,admin.,divorced,secondary
1794,56,admin.,divorced,secondary
1795,35,admin.,single,secondary
1796,34,management,married,secondary
1797,31,technician,single,secondary
1798,38,technician,married,tertiary
1799,41,technician,married,tertiary
1800,44,entrepreneur,married,tertiary
1801,49,blue-collar,married,secondary
1802,30,services,single,secondary
1803,31,services,single,secondary
1804,34,management,married,secondary
1805,70,retired,married,tertiary
1806,45,management,married,tertiary
1807,31,management,married,tertiary
1808,57,admin.,married,secondary
1809,40,services,married,unknown
1810,28,blue-collar,married,secondary
1811,44,admin.,single,secondary
1812,49,services,divorced,secondary
1813,46,management,married,tertiary
1814,34,management,married,tertiary
1815,58,technician,married,secondary
1816,52,services,married,secondary
1817,27,blue-collar,married,secondary
1818,48,technician,married,secondary
1819,33,technician,divorced,secondary
1820,46,admin.,married,secondary
1821,51,housemaid,married,unknown
1822,31,management,married,tertiary
1823,35,technician,divorced,secondary
1824,37,admin.,single,secondary
1825,60,entrepreneur,married,primary
1826,40,technician,married,secondary
1827,50,management,married,tertiary
1828,34,entrepreneur,married,secondary
1829,32,technician,married,secondary
1830,36,services,single,secondary
1831,32,admin.,single,tertiary
1832,40,services,divorced,secondary
1833,37,blue-collar,married,primary
1834,57,management,married,tertiary
1835,46,management,married,tertiary
1836,31,blue-collar,single,primary
1837,39,technician,divorced,tertiary
1838,35,management,married,secondary
1839,32,blue-collar,married,primary
1840,44,technician,divorced,secondary
1841,41,technician,single,secondary
1842,59,retired,divorced,primary
1843,39,services,married,secondary
1844,54,management,married,tertiary
1845,27,services,single,secondary
1846,51,self-employed,married,secondary
1847,33,technician,single,secondary
1848,38,blue-collar,married,primary
1849,52,entrepreneur,married,tertiary
1850,54,management,divorced,tertiary
1851,33,blue-collar,married,primary
1852,50,technician,married,secondary
1853,39,blue-collar,single,secondary
1854,34,management,single,tertiary
1855,41,technician,single,secondary
1856,48,management,divorced,tertiary
1857,38,services,married,secondary
1858,34,blue-collar,married,secondary
1859,32,blue-collar,married,secondary
1860,48,management,married,secondary
1861,28,services,single,secondary
1862,47,blue-collar,married,secondary
1863,32,admin.,single,secondary
1864,32,admin.,married,secondary
1865,38,management,married,tertiary
1866,86,retired,married,secondary
1867,47,technician,married,secondary
1868,42,management,married,primary
1869,44,management,married,tertiary
1870,25,student,single,unknown
1871,34,services,divorced,secondary
1872,34,admin.,married,secondary
1873,53,blue-collar,married,primary
1874,42,blue-collar,married,unknown
1875,30,blue-collar,single,secondary
1876,26,blue-collar,single,primary
1877,40,services,married,secondary
1878,34,technician,single,secondary
1879,34,services,married,secondary
1880,40,management,married,tertiary
1881,36,management,married,tertiary
1882,34,technician,single,secondary
1883,32,blue-collar,single,secondary
1884,39,technician,married,secondary
1885,36,technician,married,tertiary
1886,39,technician,divorced,secondary
1887,33,management,married,unknown
1888,34,blue-collar,single,secondary
1889,42,management,married,tertiary
1890,46,technician,married,secondary
1891,32,management,single,tertiary
1892,27,services,married,secondary
1893,35,technician,divorced,secondary
1894,53,technician,married,unknown
1895,29,services,single,secondary
1896,35,management,single,tertiary
1897,49,management,married,tertiary
1898,58,management,married,tertiary
1899,40,management,single,tertiary
1900,19,student,single,unknown
1901,30,student,single,tertiary
1902,34,technician,single,secondary
1903,60,retired,married,secondary
1904,28,student,single,tertiary
1905,46,management,married,tertiary
1906,49,blue-collar,divorced,primary
1907,59,management,divorced,tertiary
1908,44,technician,single,secondary
1909,33,technician,married,tertiary
1910,54,retired,married,secondary
