,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,boolean_data_education
693,53,entrepreneur,married,unknown,no,28,no,no,cellular,31,jul,117,2,-1,0,unknown,no,False
694,49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,no,False
695,51,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,unknown,no,False
696,41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown,no,False
697,34,technician,married,secondary,no,0,yes,no,cellular,15,jul,144,1,-1,0,unknown,no,False
698,36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no,False
699,35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74,1,168,4,failure,no,False
700,29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,no,False
701,40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,631,1,-1,0,unknown,no,False
702,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes,False
703,48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108,2,-1,0,unknown,no,False
704,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes,False
705,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,yes,False
706,33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown,no,False
707,55,retired,married,primary,no,8894,no,no,unknown,11,jun,262,1,-1,0,unknown,no,True
708,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no,False
709,42,housemaid,married,primary,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown,no,True
710,46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown,no,True
711,35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,unknown,no,False
712,28,technician,single,tertiary,no,102,no,no,cellular,28,jan,321,2,-1,0,unknown,no,False
713,25,student,single,secondary,no,1790,no,no,cellular,17,apr,224,1,322,3,failure,no,False
714,56,management,single,tertiary,no,15311,no,no,cellular,29,apr,157,6,-1,0,unknown,no,False
715,30,admin.,single,secondary,no,-635,no,no,cellular,25,jul,250,1,-1,0,unknown,no,False
716,45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209,4,-1,0,unknown,no,False
717,40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no,False
718,40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no,False
719,39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,290,13,-1,0,unknown,no,False
720,48,entrepreneur,married,tertiary,no,810,no,no,unknown,6,jun,383,1,-1,0,unknown,no,False
721,31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380,1,-1,0,unknown,no,False
722,32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no,False
723,34,services,married,secondary,no,586,yes,yes,unknown,8,may,224,2,-1,0,unknown,no,False
724,26,technician,single,secondary,no,455,no,no,cellular,29,jan,240,1,182,8,other,no,False
725,31,management,married,tertiary,no,1010,yes,no,cellular,15,may,385,3,364,9,other,no,False
726,37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown,no,False
727,29,student,single,unknown,no,2929,no,no,cellular,11,aug,91,1,-1,0,unknown,no,False
728,57,technician,married,secondary,no,3071,yes,yes,cellular,7,may,63,3,-1,0,unknown,no,False
729,47,management,single,tertiary,no,153,yes,no,cellular,18,nov,192,2,-1,0,unknown,no,False
730,38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no,False
731,48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,79,1,172,8,failure,no,True
732,50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,yes,False
733,33,admin.,married,secondary,no,1158,yes,no,cellular,20,apr,25,2,-1,0,unknown,no,False
734,28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,unknown,no,False
735,30,services,single,secondary,no,566,no,no,cellular,5,feb,110,1,-1,0,unknown,no,False
736,52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no,False
737,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes,False
738,36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no,False
739,46,services,married,secondary,no,1034,no,no,cellular,8,aug,109,2,-1,0,unknown,no,False
740,57,management,married,tertiary,no,3250,no,no,cellular,20,aug,162,3,-1,0,unknown,no,False
741,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,yes,False
742,46,services,married,secondary,no,0,yes,no,cellular,22,jun,154,1,124,1,other,no,False
743,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes,True
744,33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown,no,False
745,53,management,married,secondary,no,66,no,yes,telephone,8,jul,141,1,-1,0,unknown,no,False
746,41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,154,1,-1,0,unknown,no,False
747,60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,63,1,-1,0,unknown,no,False
748,35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown,no,True
749,43,blue-collar,divorced,primary,no,49,yes,no,unknown,9,may,100,1,-1,0,unknown,no,True
750,57,admin.,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,no,True
751,46,admin.,married,secondary,no,3098,yes,no,telephone,21,nov,192,9,-1,0,unknown,no,False
752,31,blue-collar,married,primary,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown,no,True
753,53,technician,married,secondary,no,65,no,no,cellular,25,aug,41,2,-1,0,unknown,no,False
754,35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,no,False
755,32,admin.,single,secondary,no,739,yes,no,cellular,20,nov,91,3,-1,0,unknown,no,False
756,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes,False
757,50,admin.,married,secondary,no,231,yes,no,cellular,21,nov,397,2,-1,0,unknown,no,False
758,40,blue-collar,married,primary,no,1136,yes,no,unknown,21,may,86,1,-1,0,unknown,no,True
759,42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown,no,False
760,59,admin.,married,secondary,no,817,no,no,cellular,9,apr,304,1,-1,0,unknown,no,False
761,27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,no,True
762,32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown,no,False
763,35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown,no,False
764,28,services,married,secondary,no,0,yes,no,cellular,5,may,335,2,281,8,failure,no,False
765,37,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure,no,False
766,57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no,True
767,42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no,False
768,55,admin.,married,primary,no,343,yes,no,cellular,14,jul,276,3,-1,0,unknown,no,True
769,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no,False
770,26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no,False
771,52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,no,False
772,26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown,no,False
773,33,unemployed,married,secondary,no,2,yes,no,cellular,16,jul,132,1,-1,0,unknown,no,False
774,24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown,no,True
775,37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown,no,False
776,28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure,no,False
777,30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown,no,False
778,33,blue-collar,married,primary,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown,no,True
779,55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown,no,True
780,33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,no,False
781,42,blue-collar,married,secondary,no,352,yes,no,cellular,11,may,79,3,-1,0,unknown,no,False
782,37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown,no,False
783,59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no,True
784,27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,-1,0,unknown,no,False
785,23,student,married,tertiary,yes,-230,yes,no,cellular,18,may,259,2,-1,0,unknown,no,False
786,51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no,False
787,50,blue-collar,married,primary,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no,True
788,43,technician,married,secondary,no,764,yes,no,cellular,14,jul,557,5,-1,0,unknown,no,False
789,37,blue-collar,divorced,primary,no,511,yes,no,telephone,11,may,42,1,-1,0,unknown,no,True
790,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,no,False
791,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no,False
792,26,student,single,secondary,no,279,no,no,cellular,7,may,239,3,-1,0,unknown,no,False
793,49,management,divorced,tertiary,no,1405,no,no,unknown,8,jun,29,1,-1,0,unknown,no,False
794,29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,yes,False
795,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no,False
796,38,services,divorced,secondary,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no,False
797,58,management,married,secondary,no,111,no,no,telephone,24,mar,58,2,-1,0,unknown,no,False
798,34,student,single,unknown,no,1281,no,no,cellular,25,aug,279,1,117,1,failure,no,False
799,53,services,divorced,unknown,no,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no,False
800,50,management,married,tertiary,no,2881,no,no,cellular,5,aug,510,2,2,5,other,no,False
801,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no,False
802,40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no,False
803,57,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no,False
804,40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure,no,False
805,41,technician,married,secondary,no,2125,yes,yes,cellular,21,nov,285,3,116,4,failure,no,False
806,53,technician,divorced,unknown,no,629,yes,no,cellular,8,may,298,1,-1,0,unknown,no,False
807,48,blue-collar,married,secondary,no,-202,yes,yes,cellular,30,jul,225,4,-1,0,unknown,no,False
808,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,other,no,False
809,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes,False
810,46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown,no,False
811,45,services,divorced,secondary,no,88,no,yes,cellular,7,jul,332,1,-1,0,unknown,no,False
812,51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown,no,False
813,31,management,married,secondary,no,466,yes,no,cellular,14,may,164,1,-1,0,unknown,no,False
814,47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,other,no,False
815,32,blue-collar,married,secondary,no,456,no,no,cellular,12,may,121,1,-1,0,unknown,no,False
816,41,technician,married,secondary,no,77,yes,no,cellular,7,may,56,1,-1,0,unknown,no,False
817,37,services,single,secondary,no,-244,no,no,unknown,3,jul,178,1,-1,0,unknown,no,False
818,27,blue-collar,single,primary,no,1209,no,no,cellular,29,jan,283,1,-1,0,unknown,no,True
819,27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,no,False
820,50,management,married,secondary,yes,421,no,no,cellular,20,nov,22,5,-1,0,unknown,no,False
821,31,management,single,tertiary,no,112,yes,no,cellular,2,feb,159,2,271,1,failure,no,False
822,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no,False
823,43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes,False
824,39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,unknown,no,False
825,31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown,no,False
826,48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown,no,False
827,32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,80,8,-1,0,unknown,no,True
828,47,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66,1,241,1,other,no,True
829,35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,unknown,no,False
830,42,management,single,tertiary,no,0,no,no,cellular,7,sep,99,1,-1,0,unknown,no,False
831,47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,yes,False
832,59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown,no,False
833,38,admin.,married,secondary,no,3190,yes,no,unknown,20,jun,20,2,-1,0,unknown,no,False
834,50,unemployed,married,secondary,no,1772,no,no,cellular,29,jul,206,4,-1,0,unknown,no,False
835,27,services,single,secondary,no,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,no,False
836,55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64,1,-1,0,unknown,no,True
837,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other,yes,False
838,31,technician,single,tertiary,no,454,no,no,cellular,4,feb,73,3,-1,0,unknown,no,False
839,37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no,False
840,28,technician,single,secondary,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no,False
841,42,technician,married,secondary,no,439,no,no,cellular,20,aug,143,2,-1,0,unknown,no,False
842,40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,no,False
843,59,management,single,secondary,no,671,yes,yes,cellular,29,jan,219,2,259,5,failure,no,False
844,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,no,False
845,43,technician,married,secondary,no,-932,yes,no,cellular,16,apr,567,1,-1,0,unknown,no,False
846,38,technician,single,secondary,no,4366,yes,no,cellular,29,jul,188,2,-1,0,unknown,no,False
847,54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,0,unknown,no,True
848,41,blue-collar,married,secondary,no,4900,yes,no,telephone,31,jul,121,2,-1,0,unknown,no,False
849,55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,yes,True
850,33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,unknown,no,False
851,46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71,3,-1,0,unknown,no,False
852,36,management,married,secondary,no,-148,no,no,cellular,18,nov,144,2,-1,0,unknown,no,False
853,48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no,False
854,42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no,False
855,46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes,False
856,49,technician,married,secondary,yes,-1680,yes,yes,unknown,27,jun,92,4,-1,0,unknown,no,False
857,36,blue-collar,married,secondary,no,-461,no,no,cellular,11,may,254,2,353,1,failure,no,False
858,34,technician,single,tertiary,no,144,yes,yes,cellular,14,oct,104,1,85,19,failure,no,False
859,51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,74,5,-1,0,unknown,no,False
860,58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,-1,0,unknown,no,True
861,48,management,married,tertiary,no,866,no,no,cellular,29,jan,146,2,-1,0,unknown,no,False
862,41,admin.,single,secondary,no,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,yes,False
863,49,self-employed,married,primary,no,489,yes,no,unknown,27,may,84,4,-1,0,unknown,no,True
864,43,management,married,primary,no,8167,yes,no,unknown,19,may,114,2,-1,0,unknown,no,True
865,32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown,no,False
866,54,retired,married,secondary,no,3671,no,no,unknown,11,jun,67,3,-1,0,unknown,no,False
867,33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,211,11,-1,0,unknown,no,True
868,35,technician,married,secondary,no,141,yes,no,cellular,19,aug,299,2,-1,0,unknown,no,False
869,56,technician,married,secondary,no,150,yes,yes,cellular,11,may,102,6,349,1,failure,no,False
870,57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,-1,0,unknown,no,False
871,31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes,True
872,33,technician,single,secondary,no,716,yes,no,cellular,14,may,234,2,-1,0,unknown,no,False
873,29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48,6,-1,0,unknown,no,False
874,38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167,1,174,7,other,no,False
875,37,admin.,married,secondary,no,11303,no,no,cellular,26,may,500,2,-1,0,unknown,no,False
876,33,entrepreneur,married,tertiary,no,595,no,no,cellular,7,aug,22,2,-1,0,unknown,no,False
877,30,management,single,tertiary,no,19358,no,no,cellular,19,nov,258,2,-1,0,unknown,no,False
878,31,self-employed,single,secondary,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown,no,False
879,28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no,False
880,26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes,False
881,31,technician,single,secondary,no,102,yes,no,telephone,17,apr,460,2,345,2,failure,no,False
882,50,housemaid,divorced,primary,no,94,yes,no,cellular,22,jul,184,4,-1,0,unknown,no,True
883,45,entrepreneur,married,primary,no,58,yes,no,telephone,13,may,119,3,371,3,failure,no,True
884,48,management,married,primary,no,606,no,no,cellular,5,mar,77,6,-1,0,unknown,no,True
885,41,technician,married,secondary,no,0,no,yes,cellular,23,jul,107,1,-1,0,unknown,no,False
886,60,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes,True
887,41,blue-collar,married,secondary,no,338,yes,no,unknown,14,may,87,1,-1,0,unknown,no,False
888,43,blue-collar,married,primary,no,757,yes,no,unknown,9,may,315,4,-1,0,unknown,no,True
889,36,management,married,tertiary,no,9269,yes,yes,cellular,19,nov,107,2,-1,0,unknown,no,False
890,40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown,no,True
891,28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no,False
892,27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes,False
893,49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure,no,False
894,37,technician,married,tertiary,no,0,yes,no,cellular,17,nov,77,1,-1,0,unknown,no,False
895,31,blue-collar,married,secondary,no,1407,yes,no,cellular,6,may,142,3,-1,0,unknown,no,False
896,31,technician,single,secondary,yes,25,no,no,cellular,2,feb,381,1,-1,0,unknown,no,False
897,31,blue-collar,married,secondary,no,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown,no,False
898,35,blue-collar,married,primary,no,793,yes,no,cellular,17,apr,106,1,-1,0,unknown,no,True
899,51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,no,False
900,33,technician,single,secondary,no,5235,no,no,cellular,7,aug,67,3,-1,0,unknown,no,False
901,30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,no,False
902,58,technician,single,secondary,no,409,no,yes,cellular,14,jul,643,2,-1,0,unknown,no,False
903,34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,1,69,2,failure,no,False
904,45,management,married,tertiary,no,-459,no,no,cellular,21,aug,508,6,-1,0,unknown,no,False
905,28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes,False
906,31,blue-collar,married,primary,no,99,yes,no,cellular,17,apr,193,2,322,1,other,no,True
907,40,management,married,tertiary,no,60,no,no,unknown,16,jun,172,6,-1,0,unknown,no,False
908,30,services,single,secondary,no,3485,no,no,cellular,2,feb,142,2,-1,0,unknown,no,False
909,34,entrepreneur,married,secondary,no,-139,yes,yes,unknown,27,may,492,2,-1,0,unknown,no,False
910,40,blue-collar,married,secondary,no,952,no,yes,unknown,12,jun,140,1,-1,0,unknown,no,False
911,59,retired,married,primary,no,1427,no,no,unknown,18,jun,140,2,-1,0,unknown,no,True
912,43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,no,False
913,41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no,False
914,33,technician,divorced,secondary,no,9,no,no,cellular,21,aug,91,2,-1,0,unknown,no,False
915,33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no,False
916,36,blue-collar,married,secondary,no,13,no,no,unknown,3,jun,284,1,-1,0,unknown,no,False
917,32,self-employed,single,secondary,no,1259,no,no,cellular,25,jul,184,2,-1,0,unknown,no,False
918,25,admin.,married,secondary,no,18,yes,no,cellular,18,jul,225,1,-1,0,unknown,no,False
919,25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,no,False
920,38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no,False
921,34,management,married,tertiary,no,136,yes,no,cellular,22,apr,156,1,-1,0,unknown,no,False
922,67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,2,-1,0,unknown,no,False
923,32,blue-collar,married,secondary,no,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,no,False
924,45,housemaid,married,primary,no,7353,no,no,cellular,13,aug,536,2,-1,0,unknown,no,True
925,33,blue-collar,married,primary,no,511,yes,no,unknown,21,may,304,2,-1,0,unknown,no,True
926,38,admin.,married,primary,no,3913,yes,no,cellular,20,apr,196,2,315,2,failure,no,True
927,32,technician,divorced,secondary,no,1097,yes,no,unknown,12,may,298,2,-1,0,unknown,no,False
928,54,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no,False
929,51,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no,False
930,42,blue-collar,married,primary,no,-119,yes,no,cellular,22,jul,167,3,-1,0,unknown,no,True
931,41,admin.,married,secondary,no,2993,yes,no,cellular,22,jul,24,12,-1,0,unknown,no,False
932,39,management,divorced,tertiary,no,3575,no,yes,cellular,18,aug,74,3,-1,0,unknown,no,False
933,38,blue-collar,married,secondary,no,361,yes,no,unknown,11,jun,601,1,-1,0,unknown,no,False
934,39,management,married,secondary,no,1072,yes,no,unknown,27,may,1168,2,-1,0,unknown,no,False
935,46,blue-collar,married,primary,no,2904,no,no,cellular,20,apr,277,2,-1,0,unknown,no,True
936,50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,no,False
937,33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364,1,-1,0,unknown,no,False
938,37,technician,married,secondary,no,1633,yes,no,unknown,19,may,229,3,-1,0,unknown,no,False
939,31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no,False
940,34,blue-collar,divorced,unknown,no,172,no,no,cellular,15,jun,177,1,-1,0,unknown,yes,False
941,34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,1,99,2,success,yes,False
942,36,management,married,tertiary,no,222,yes,no,cellular,6,may,317,1,169,2,failure,no,False
943,40,technician,married,secondary,no,109,no,no,unknown,20,jun,402,22,-1,0,unknown,no,False
944,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown,yes,False
945,41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown,yes,False
946,52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,no,False
947,40,services,single,secondary,no,888,yes,no,unknown,12,may,169,2,-1,0,unknown,no,False
948,48,blue-collar,single,unknown,no,428,yes,no,cellular,18,may,127,1,-1,0,unknown,no,False
949,33,management,divorced,secondary,no,106,no,no,cellular,20,aug,175,3,-1,0,unknown,no,False
950,44,technician,divorced,secondary,no,0,no,no,cellular,12,aug,56,2,-1,0,unknown,no,False
951,55,management,married,tertiary,no,979,no,yes,cellular,8,jul,123,1,-1,0,unknown,no,False
952,51,admin.,married,secondary,no,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,no,False
953,34,management,single,tertiary,no,84,no,no,cellular,5,feb,231,1,-1,0,unknown,no,False
954,58,retired,divorced,unknown,no,5920,yes,no,cellular,23,jul,255,1,-1,0,unknown,no,False
955,39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no,False
956,27,unemployed,single,secondary,no,3276,no,no,cellular,5,aug,106,1,110,2,other,no,False
957,55,management,divorced,unknown,no,2,yes,no,unknown,19,may,95,1,-1,0,unknown,no,False
958,35,technician,single,secondary,no,-51,no,no,unknown,2,jul,134,2,-1,0,unknown,no,False
959,37,technician,single,tertiary,no,3315,yes,no,cellular,9,apr,820,2,-1,0,unknown,no,False
960,52,technician,married,secondary,no,196,yes,yes,cellular,24,feb,116,1,273,3,failure,no,False
961,41,blue-collar,married,secondary,no,552,yes,no,cellular,12,may,463,1,-1,0,unknown,no,False
962,52,admin.,married,secondary,no,2347,no,yes,cellular,12,aug,603,3,-1,0,unknown,no,False
963,34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no,False
964,53,management,divorced,primary,no,255,no,no,cellular,19,nov,126,1,-1,0,unknown,no,True
965,33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes,False
966,47,self-employed,married,secondary,no,0,no,no,unknown,26,jun,174,8,-1,0,unknown,no,False
967,35,blue-collar,married,secondary,no,6411,yes,yes,cellular,30,jan,144,1,266,2,failure,no,False
968,33,management,single,tertiary,no,1909,no,no,cellular,8,aug,191,2,-1,0,unknown,no,False
969,55,blue-collar,married,primary,no,3873,no,no,telephone,21,apr,222,1,-1,0,unknown,no,True
970,58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,206,1,461,1,failure,yes,True
971,44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,74,1,-1,0,unknown,no,False
972,25,services,single,secondary,no,3217,yes,no,unknown,28,may,24,1,-1,0,unknown,no,False
973,37,technician,single,secondary,no,5436,yes,no,cellular,6,may,7,11,351,1,failure,no,False
974,41,blue-collar,married,primary,no,2067,yes,no,cellular,15,may,493,7,-1,0,unknown,no,True
975,34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,350,3,-1,0,unknown,yes,False
976,36,services,divorced,secondary,no,1594,no,no,unknown,6,jun,250,3,-1,0,unknown,no,False
977,44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no,False
978,34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,-1,0,unknown,no,False
